ACCNUM,INVTYPE,INVAGE,INJURY_ID,VEHTYPE,SPEEDING,REDLIGHT,ALCOHOL,YEAR,DATE,TIME,HOUR,STREET1,STREET2,ROAD_CLASS_ID,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,Longitude,Latitude,Month,Day_of_Week
1169892,Motorcycle Driver,20 to 24,4.0,Motorcycle,,,,2010,2010-04-21,1013,10,MOUNT PLEASANT Road,ELM Aven,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.3801,43.6745,April,Wednesday
1169909,Driver,50 to 54,4.0,"Automobile, Station Wagon",,,,2010,2010-05-02,1704,17,KENHATCH BLVD,MARRAKESH DR,2.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.2621,43.8027,May,Sunday
1170095,Driver,40 to 44,4.0,"Automobile, Station Wagon",,,,2010,2010-05-05,1700,17,DANFORTH Ave,SIBLEY Ave,1.0,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,-79.2931,43.69,May,Wednesday
1170181,Other,unknown,,Other,,,,2010,2010-05-27,1538,15,PORT UNION Rd,HIGHWAY 401 C  E,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.144,43.797,May,Thursday
1171250,Pedestrian,50 to 54,2.0,Other,,,,2010,2010-06-03,120,1,DUFFERIN ST,ST CLAIR AVE W,1.0,Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,-79.443,43.6779,June,Thursday
1171252,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2010,2010-06-02,2145,21,UNIVERSITY AVE,GERRARD ST W,1.0,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.3894,43.6575,June,Wednesday
1171570,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2010,2010-04-05,730,7,BALDWIN ST,SPADINA AVE,1.0,Intersection,Stop Sign,Clear,Dawn,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3987,43.6549,April,Monday
1171639,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2010,2010-06-04,310,3,KING ST W,JOE SHUSTER WAY,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,-79.4235,43.6397,June,Friday
1171688,Driver,65 to 69,1.0,"Automobile, Station Wagon",,,,2010,2010-04-30,1705,17,DAWES RD,DENTONIA PARK AVE,3.0,Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.297,43.6921,April,Friday
1171795,Driver,75 to 79,1.0,"Automobile, Station Wagon",,,,2010,2010-05-13,2100,21,DONLANDS AVE,O CONNOR DR,1.0,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.343,43.6947,May,Thursday
1171865,Vehicle Owner,unknown,,Other,,,,2010,2010-06-05,345,3,EGLINTON AVE W,LOCKSLEY AVE,1.0,Intersection,No Control,"Fog, Mist, Smoke, Dust",Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4472,43.6963,June,Saturday
1171946,Driver,30 to 34,4.0,"Automobile, Station Wagon",Yes,,,2010,2010-06-05,246,2,BAYVIEW AVE,POTTERY RD,1.0,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,SMV Other,-79.3621,43.6907,June,Saturday
1171997,Vehicle Owner,unknown,,Other,,,,2010,2010-06-06,822,8,UNIVERSITY AVE,ORDE ST,1.0,Intersection,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,-79.3899,43.6587,June,Sunday
1172452,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2010,2010-04-29,1333,13,ELM ST,UNIVERSITY AVE,2.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3879,43.6565,April,Thursday
1172619,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2010,2010-05-11,1521,15,18 HURNDALE AVE,,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3545,43.6778,May,Tuesday
1172629,Cyclist,25 to 29,4.0,Bicycle,,,,2010,2010-05-13,812,8,BLOOR ST W,SPADINA AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.4038,43.6666,May,Thursday
1172906,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2010,2010-06-11,155,1,WESTON RD,PORTER AVE,1.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4786,43.6828,June,Friday
1172992,Driver,25 to 29,2.0,"Automobile, Station Wagon",,Yes,,2010,2010-06-12,916,9,ISLINGTON AVE,THE WESTWAY,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,-79.5428,43.6886,June,Saturday
1173217,Driver,55 to 59,3.0,"Automobile, Station Wagon",Yes,,,2010,2010-05-13,1306,13,ELLESMERE RD,HELICON GT,1.0,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,-79.2221,43.7785,May,Thursday
1173424,Cyclist,25 to 29,4.0,Bicycle,,Yes,Yes,2010,2010-06-15,1846,18,DOVERCOURT RD,DUPONT ST,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.4327,43.6696,June,Tuesday
1173447,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2010,2010-06-02,2039,20,ALEXDON RD,FINCH AVE W,1.0,Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.4854,43.7646,June,Wednesday
1173449,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2010,2010-06-06,325,3,DUNDAS ST W,BLOOR ST W,1.0,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.4524,43.6563,June,Sunday
1174097,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2010,2010-05-01,1700,17,BRIMLEY RD,ST CLAIR AVE E,3.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2414,43.7208,May,Saturday
1174308,Driver,60 to 64,5.0,"Automobile, Station Wagon",Yes,,,2010,2010-05-17,1325,13,KEELE ST,CALVINGTON DR,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.4836,43.7335,May,Monday
1174310,Vehicle Owner,unknown,,Other,,,,2010,2010-05-18,2110,21,LAKE SHORE BLVD W,FOURTH ST,1.0,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5018,43.6015,May,Tuesday
1174844,Driver,15 to 19,5.0,"Automobile, Station Wagon",,,,2010,2010-05-19,1732,17,BENNINGTON HEIGHTS DR,MOOREHILL DR,4.0,Intersection,Yield Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.3722,43.6931,May,Wednesday
1175068,Driver,80 to 84,1.0,"Automobile, Station Wagon",,,,2010,2010-06-26,1110,11,LAWRENCE AVE E,MORNINGSIDE AVE,3.0,Mid-Block,No Control,Other,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.185,43.7686,June,Saturday
1175069,Vehicle Owner,unknown,,Other,,,,2010,2010-06-26,1415,14,PAPE AVE,GAMBLE AVE,1.0,Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.3491,43.6905,June,Saturday
1175178,Driver,20 to 24,5.0,"Automobile, Station Wagon",,,,2010,2010-06-24,1600,16,DUFFERIN ST,EGLINTON AVE W,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.4502,43.6956,June,Thursday
1175328,Vehicle Owner,unknown,,Other,,,,2010,2010-06-28,256,2,HIGHWAY 401 X Ramp W,MARTIN GROVE RD,,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5705,43.69,June,Monday
1175797,Cyclist,25 to 29,4.0,Bicycle,,,,2010,2010-04-27,1542,15,QUEEN St E,BROOKLYN Ave,3.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3358,43.662,April,Tuesday
1175820,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2010,2010-05-19,1530,15,WANDLE AVE,KEELE ST,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4831,43.7311,May,Wednesday
1176062,Vehicle Owner,unknown,,Other,,,,2010,2010-05-21,614,6,KING ST W,STRACHAN AVE,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4119,43.642,May,Friday
1176088,Moped Driver,20 to 24,4.0,Moped,,,,2010,2010-05-20,855,8,MOUNT PLEASANT RD,PENROSE RD,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.3881,43.7032,May,Thursday
1176162,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2010,2010-06-19,1800,18,KING ST W,PETER ST,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3922,43.6459,June,Saturday
1176276,Truck Driver,unknown,1.0,Truck - Open,,,,2010,2010-06-30,1430,14,QUEEN ST E,BERTMOUNT AVE,3.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3348,43.6622,June,Wednesday
1176359,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2010,2010-07-07,1723,17,471 ASHDALE AVE,,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3236,43.6766,July,Wednesday
1176361,Vehicle Owner,unknown,,Other,,,,2010,2010-07-07,2359,23,BICKNELL Ave,NASHVILLE Ave,2.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,-79.4742,43.6832,July,Wednesday
1176502,Vehicle Owner,unknown,,Other,,,,2010,2010-07-08,1725,17,EGLINTON AVE E,BIMBROK RD,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2513,43.7359,July,Thursday
1176586,Vehicle Owner,unknown,,Other,,,,2010,2010-05-23,240,2,187 TEDDINGTON PARK AVE,,4.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.395,43.7347,May,Sunday
1176798,Vehicle Owner,unknown,,Other,,,,2010,2010-07-03,2100,21,KIPLING AVE,THE QUEENSWAY,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,-79.5266,43.6209,July,Saturday
1176855,Passenger,25 to 29,4.0,Other,,,,2010,2010-05-24,2326,23,LAKE SHORE BLVD W,NEWFOUNDLAND RD,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,-79.4107,43.6324,May,Monday
1176916,Truck Driver,40 to 44,1.0,Truck - Open,,Yes,,2010,2010-07-13,2035,20,KIPLING AVE,BELFIELD RD,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Angle,-79.5634,43.7048,July,Tuesday
1177187,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2010,2010-05-25,1050,10,NOBLE ST,BROCK AVE,2.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4326,43.6423,May,Tuesday
1177202,Vehicle Owner,unknown,,Other,,,,2010,2010-05-25,1030,10,BATHURST ST,EGLINTON AVE W,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.4255,43.7009,May,Tuesday
1177384,Cyclist,40 to 44,4.0,Bicycle,,,,2010,2010-07-15,2018,20,CALEDONIA PARK RD,DAVENPORT RD,3.0,Intersection,Traffic Controller,Clear,Dusk,Dry,Non-Fatal Injury,Cyclist Collisions,-79.451,43.671,July,Thursday
1177531,Driver,75 to 79,4.0,"Automobile, Station Wagon",,,,2010,2010-07-16,1647,16,JANE ST,DUNDAS ST W,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,-79.4911,43.6657,July,Friday
1177549,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2010,2010-06-25,1730,17,OTONABEE AVE,YONGE ST,1.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.4191,43.7946,June,Friday
1177627,Vehicle Owner,unknown,,Other,,,,2010,2010-07-18,110,1,GREENCEDAR CRCT,DAPHNE RD,2.0,Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,-79.2293,43.7568,July,Sunday
1177697,Driver,20 to 24,1.0,"Automobile, Station Wagon",,,,2010,2010-07-19,219,2,LAWRENCE AVE E,CARNFORTH RD,1.0,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.3126,43.7416,July,Monday
1178114,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2010,2010-05-18,1318,13,AVENUE RD,ELGIN AVE,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3956,43.6724,May,Tuesday
1178296,Passenger,40 to 44,4.0,Other,,,,2010,2010-05-28,1508,15,QUEENS QUAY W,LOWER SIMCOE ST,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.3838,43.6392,May,Friday
1178593,Vehicle Owner,unknown,,Other,,,,2010,2010-05-31,1541,15,BLOOR ST W,ROYAL YORK RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.5113,43.6473,May,Monday
1178852,Vehicle Owner,unknown,,Other,,Yes,,2010,2010-06-01,143,1,DIXON RD,MARTIN GROVE RD,1.0,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,-79.5707,43.6915,June,Tuesday
1178905,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2010,2010-07-24,1329,13,WESTON RD,JANE ST,1.0,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.5008,43.6912,July,Saturday
1179068,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2010,2010-07-06,1530,15,EGLINTON Aven E,RAWLINSON Aven,1.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3878,43.7088,July,Tuesday
1179238,Pedestrian,15 to 19,3.0,Other,,,,2010,2010-05-30,1410,14,CALEDONIA RD,KITCHENER AVE,3.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4604,43.6889,May,Sunday
1179395,Vehicle Owner,unknown,,Other,,,,2010,2010-06-02,1115,11,MARKHAM RD,STEELES AVE E,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,-79.2511,43.8365,June,Wednesday
1179647,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2010,2010-06-01,1750,17,AVENUE RD,HILLHURST BLVD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4116,43.712,June,Tuesday
1179667,Passenger,20 to 24,3.0,Other,Yes,,,2010,2010-06-01,1239,12,KENNEDY RD,SHEPPARD AVE E,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.2889,43.7846,June,Tuesday
1179891,Driver,75 to 79,3.0,"Automobile, Station Wagon",,Yes,,2010,2010-07-29,1149,11,YONGE ST,YORK MILLS RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,-79.4066,43.7441,July,Thursday
1179966,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2010,2010-06-03,1302,13,MILVERTON BLVD,LINNSMORE CRES,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3304,43.6853,June,Thursday
1180034,Pedestrian,50 to 54,4.0,Other,,,,2010,2010-07-16,1011,10,SPADINA AVE,ST ANDREW ST,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3985,43.6543,July,Friday
1180091,Driver,45 to 49,1.0,"Automobile, Station Wagon",,,,2020,2020-06-26,2213,22,DANFORTH AVE,GREENWOOD AVE,1.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3333,43.6811,June,Friday
1180110,Other,unknown,1.0,Other,Yes,,Yes,2010,2010-07-31,700,7,GRANTBROOK ST,CHARLTON BLVD,2.0,Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Angle,-79.4328,43.7812,July,Saturday
1180385,Passenger,15 to 19,5.0,Other,,,,2010,2010-06-06,45,0,1492 LAKE SHORE BLVD W,,1.0,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,SMV Other,-79.4573,43.6379,June,Sunday
1180878,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2010,2010-06-08,908,9,DUNDAS ST E,SACKVILLE ST,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3629,43.6601,June,Tuesday
1180994,Motorcycle Driver,25 to 29,4.0,Motorcycle,,,,2010,2010-06-10,1659,16,QUEEN ST W,CAMERON ST,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.3975,43.6484,June,Thursday
1181097,Motorcycle Driver,45 to 49,4.0,Motorcycle,,,,2010,2010-08-06,1931,19,RICHMOND ST W,SIMCOE ST,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.387,43.6498,August,Friday
1181100,Vehicle Owner,unknown,,Other,,,,2010,2010-08-06,845,8,WARDEN AVE,BRIDLETOWNE CRCL,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3186,43.8014,August,Friday
1181132,Driver,55 to 59,4.0,"Automobile, Station Wagon",,,,2010,2010-06-13,2145,21,124 ELLESMERE RD,,1.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,-79.3094,43.7591,June,Sunday
1181194,Vehicle Owner,unknown,,Other,,Yes,,2010,2010-06-14,1156,11,SCARBOROUGH GOLF CLUB RD,LAWRENCE AVE E,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,-79.2157,43.7618,June,Monday
1181330,Vehicle Owner,unknown,,Other,,,,2010,2010-06-10,1548,15,MILNER AVE,MORNINGSIDE AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.199,43.8002,June,Thursday
1181388,Vehicle Owner,unknown,,Other,,,,2010,2010-06-16,1722,17,ELM RIDGE DR,NEWGATE RD,2.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4369,43.7031,June,Wednesday
1181546,Other,unknown,1.0,Other,,,,2010,2010-06-18,1700,17,26 ALABASTER RD,,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5995,43.7563,June,Friday
1181613,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2010,2010-06-19,1600,16,COLLEGE ST,BAY ST,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3847,43.661,June,Saturday
1181618,Motorcycle Driver,35 to 39,4.0,Motorcycle,,,,2010,2010-06-17,1927,19,350 MIDWEST RD,,2.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,-79.2715,43.7617,June,Thursday
1181809,Motorcycle Driver,30 to 34,4.0,Motorcycle,,,Yes,2010,2010-06-19,1932,19,WARDEN AVE,HYMUS RD,1.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.2841,43.7195,June,Saturday
1182235,Driver,25 to 29,4.0,"Automobile, Station Wagon",,,,2010,2010-06-24,2345,23,LAWRENCE Ave W,PINE St,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,-79.5082,43.7019,June,Thursday
1182348,Driver,45 to 49,5.0,"Automobile, Station Wagon",,,,2010,2010-06-22,2126,21,36 MILVAN DR,PENN Driv,2.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,-79.5536,43.753,June,Tuesday
1182360,Vehicle Owner,unknown,,Other,,,,2010,2010-06-22,1748,17,ST CLAIR Ave W,ST CLARENS Ave,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.4489,43.6766,June,Tuesday
1182422,Vehicle Owner,unknown,,Other,,,,2010,2010-06-26,2201,22,OVERLEA BLVD,THORNCLIFFE PARK DR,1.0,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.345,43.7071,June,Saturday
1182499,Other,unknown,1.0,Other,,,,2010,2010-06-28,2140,21,LANSDOWNE Ave,PATON Rd,3.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,-79.4435,43.6606,June,Monday
1182503,Passenger,15 to 19,5.0,Other,,,Yes,2010,2010-06-27,2050,20,BATHURST ST,WILD GINGERWAY Aven,1.0,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Approaching,-79.4407,43.7649,June,Sunday
1182546,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2010,2010-06-29,830,8,EGLINTON AVE W,SATELLITE DR,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.603,43.6515,June,Tuesday
1182676,Pedestrian,80 to 84,4.0,Other,,,,2010,2010-06-26,1254,12,SHAW St,HARBORD St,3.0,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.4218,43.659,June,Saturday
1182961,Other,unknown,1.0,Other,,,,2010,2010-07-02,2128,21,SEDGEMOUNT Dr,ROCHMAN Blvd,4.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,-79.2331,43.7605,July,Friday
1183116,Driver,25 to 29,5.0,"Automobile, Station Wagon",,,,2010,2010-08-15,1810,18,SPADINA AVE,BLOOR ST W,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4033,43.6659,August,Sunday
1183260,Pedestrian,30 to 34,4.0,Other,,,,2010,2010-08-16,1015,10,519 DUNDAS ST W,,1.0,Mid-Block,No Control,Clear,Daylight,Other,Non-Fatal Injury,Pedestrian Collisions,-79.3988,43.6527,August,Monday
1183429,Driver,15 to 19,1.0,"Automobile, Station Wagon",,,,2010,2010-07-09,1920,19,PORT UNION RD,KINGSTON RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.1462,43.7989,July,Friday
1183452,Driver,45 to 49,3.0,"Automobile, Station Wagon",,,,2010,2010-07-05,602,6,JANE St,BEXLEY Cres,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,-79.4975,43.6805,July,Monday
1183570,Driver,45 to 49,1.0,"Automobile, Station Wagon",,,,2010,2010-07-05,1019,10,COSBURN Ave,WOODBINE Ave,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3173,43.6964,July,Monday
1183681,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2010,2010-07-06,1420,14,DUNDAS St E,CHURCH St,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.377,43.6564,July,Tuesday
1183691,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2010,2010-07-06,1130,11,KENNEDY Rd,PROGRESS Ave,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2822,43.7694,July,Tuesday
1183977,Passenger,45 to 49,3.0,Other,,,,2010,2010-07-09,1545,15,KINGSTON Road,GLEN MANOR Driv,1.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.2944,43.6797,July,Friday
1183999,Pedestrian,70 to 74,4.0,Other,,,,2010,2010-08-18,1752,17,2301 BRIMLEY RD,,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2726,43.7969,August,Wednesday
1184000,Vehicle Owner,unknown,,Other,Yes,,Yes,2010,2010-07-09,627,6,ALBION Rd,WESTON Rd,1.0,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,-79.5411,43.7186,July,Friday
1184036,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2010,2010-07-11,1936,19,MEADOWVALE Rd,SHEPPARD Ave E,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.1707,43.8083,July,Sunday
1184066,Vehicle Owner,unknown,,Other,,,,2010,2010-07-10,1910,19,DUFFERIN St,EVERSFIELD Rd,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4466,43.6868,July,Saturday
1184071,Passenger,20 to 24,4.0,Other,,,Yes,2010,2010-07-10,341,3,BURNHAMTHORPE RD,BURNHAMTHORPE CRES,1.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,-79.5311,43.6494,July,Saturday
1184084,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2010,2010-08-19,1715,17,ROXTON RD,DEWSON ST,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4226,43.6578,August,Thursday
1184122,Motorcycle Driver,35 to 39,4.0,Motorcycle,,Yes,,2020,2020-06-27,1502,15,DANFORTH RD,TRUDELLE ST,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.2455,43.7399,June,Saturday
1184180,Passenger,45 to 49,3.0,,,,,2010,2010-07-09,2115,21,CARLAW Ave,COLGATE Ave,3.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,-79.3407,43.6627,July,Friday
1184354,Driver,15 to 19,1.0,"Automobile, Station Wagon",,,,2010,2010-07-12,1800,18,93 BRIMWOOD Boul,,2.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,-79.275,43.8129,July,Monday
1184369,Driver,20 to 24,4.0,"Automobile, Station Wagon",Yes,,,2010,2010-07-12,105,1,ELLESMERE Road,MCCOWAN Road,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,-79.2514,43.772,July,Monday
1184434,Vehicle Owner,unknown,,Other,,,,2010,2010-08-20,2215,22,LAKE SHORE BLVD E,JOSEPH DUGGAN  RD,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,-79.3061,43.6643,August,Friday
